id,image,title,description,code,users,type,difficulty,upVotes,created,published,freeToUse,businessOnly,headerImage,creator
123,https://tryhackme-images.s3.amazonaws.com/room-icons/95b2fab20e29a6d22d6191a789dcbe1f.jpeg,Brooklyn Nine Nine,This room is aimed for beginner level hackers but anyone can try to hack this box. There are two main intended ways to root the box.,brooklynninenine,23877,challenge,easy,1175,2020-07-25T18:33:22.008Z,2020-07-25T19:00:00.116Z,True,False,https://i.imgur.com/hJToewe.png,Fsociety2006
124,https://tryhackme-images.s3.amazonaws.com/room-icons/ca912860a1629510138df1b796ae687f.png,Investigating Windows,"A windows machine has been hacked, its your job to go investigate this windows machine and find clues to what the hacker might have done.",investigatingwindows,43463,challenge,easy,1174,2019-03-11T23:07:58.381Z,2019-03-11T23:07:58.381Z,True,False,https://i.imgur.com/o37B2mV.png,tryhackme
125,https://tryhackme-images.s3.amazonaws.com/room-icons/f9eb29940c6bb7bacd2f414475b4059e.png,Phishing Analysis Fundamentals,Learn all the components that make up an email. ,phishingemails1tryoe,48448,walkthrough,easy,1170,2021-06-17T22:05:53.024Z,2022-01-02T16:04:55.308Z,True,False,https://assets.tryhackme.com/additional/phishing1/phish-room-banner-final.png,tryhackme
126,https://tryhackme-images.s3.amazonaws.com/room-icons/676cb3273c613c9ba00688162efc0979.png,Ignite,A new start-up has a few issues with their web server.,ignite,30899,challenge,easy,1161,2019-07-27T01:59:42.985Z,2019-07-27T01:59:42.985Z,True,False,/img/banners/default_tryhackme.png,DarkStar7471
127,https://tryhackme-images.s3.amazonaws.com/room-icons/6cc3e134a104210f90367c6557e42b6e.jpeg,Cyborg,"A box involving encrypted archives, source code analysis and more.",cyborgt8,20654,challenge,easy,1153,2020-12-31T21:44:13.709Z,2021-01-24T19:00:00.116Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,fieldraccoon
128,https://tryhackme-images.s3.amazonaws.com/room-icons/a1656e73489ebf9d8acd69a955c5f541.png,Burp Suite: Other Modules,Take a dive into some of Burp Suite's lesser known modules,burpsuiteom,37799,walkthrough,info,1115,2021-07-12T00:19:11.966Z,2021-09-10T09:16:37.851Z,False,False,https://assets.tryhackme.com/room-banners/burpsuite.svg,MuirlandOracle
129,https://tryhackme-images.s3.amazonaws.com/room-icons/cddd3c214db8ff7df5d524af3cfad5e4.png,Regular expressions,Learn and practise using regular expressions,catregex,18695,walkthrough,medium,1107,2020-06-15T08:21:33.527Z,2020-11-29T19:00:00.246Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,concatenate
130,https://tryhackme-images.s3.amazonaws.com/room-icons/87ea09805b118aa8c7d23d07ed06595d.png,Security Operations,"Learn about Security Operations Center (SOC): its responsibilities, services, and data sources.",securityoperations,66241,walkthrough,easy,1098,2022-04-25T11:26:20.062Z,2022-05-11T12:07:58.644Z,False,False,https://assets.tryhackme.com/room-banners/intro-to-defensive-security.png,strategos
131,https://tryhackme-images.s3.amazonaws.com/room-icons/f016417a84a26d8dd7f0878c132e42e8.png,Common Attacks,"With practical exercises see how common attacks occur, and improve your cyber hygiene to stay safer online.",commonattacks,21042,walkthrough,info,1096,2021-10-14T14:28:23.195Z,2022-01-24T16:50:51.919Z,True,False,https://assets.tryhackme.com/room-banners/common-attacks.png,MuirlandOracle
132,https://tryhackme-images.s3.amazonaws.com/room-icons/d6b7bef661d649753707772c046ace34.png,Nmap Post Port Scans,"Learn how to leverage Nmap for service and OS detection, use Nmap Scripting Engine (NSE), and save the results.",nmap04,32899,walkthrough,medium,1088,2021-08-12T10:41:55.440Z,2021-10-12T16:24:05.628Z,False,False,https://assets.tryhackme.com/room-banners/netsecmodule.png,strategos
133,https://tryhackme-images.s3.amazonaws.com/room-icons/0268d3412331f7802108c84007985d0d.png,tmux,"Learn to use tmux, one of the most powerful multi-tasking tools on linux!",rptmux,28331,walkthrough,easy,1080,2019-09-22T16:08:02.692Z,2020-01-16T19:01:25.841Z,True,False,https://i.imgur.com/Ik46pbb.png,DarkStar7471
134,https://tryhackme-images.s3.amazonaws.com/room-icons/876a5185c429c9703e625cb48c39637b.png,Anonymous,Not the hacking group,anonymous,23325,challenge,medium,1080,2020-05-17T19:11:09.294Z,2020-05-17T16:32:47.219Z,True,False,https://i.imgur.com/KHhJB15.png,Nameless0ne
135,https://tryhackme-images.s3.amazonaws.com/room-icons/ce2fe16cfcdac475834f262306243b0a.png,dogcat,I made a website where you can look at pictures of dogs and/or cats! Exploit a PHP application via LFI and break out of a docker container.,dogcat,26156,challenge,medium,1072,2020-04-17T21:21:10.299Z,2020-04-17T20:07:39.386Z,True,False,https://i.imgur.com/nSkIlFr.png,jammy
136,https://tryhackme-images.s3.amazonaws.com/room-icons/97a29d81bac4063c11b392347214e741.png,Protocols and Servers,"Learn about common protocols such as HTTP, FTP, POP3, SMTP and IMAP, along with related insecurities.",protocolsandservers,33381,walkthrough,easy,1053,2021-09-15T10:53:32.603Z,2021-10-12T16:24:24.289Z,False,False,https://assets.tryhackme.com/room-banners/netsecmodule.png,strategos
137,https://tryhackme-images.s3.amazonaws.com/room-icons/8116d1d52d3a63dd1e7c2e7ddce8a0d5.png,Wgel CTF,Can you exfiltrate the root flag?,wgelctf,22089,challenge,easy,1029,2019-10-26T10:34:53.798Z,2019-10-26T10:34:53.798Z,True,False,/img/banners/default_tryhackme.png,MrSeth6797
138,https://tryhackme-images.s3.amazonaws.com/room-icons/194d2fdda55101f739058127aac2976c.png,Kali Machine,Access your own Kali Machine,kali,29900,walkthrough,easy,1024,2019-03-04T17:59:07.360Z,2020-02-13T17:39:38.533Z,False,False,https://i.imgur.com/SA9HaZ6.png,tryhackme
139,https://tryhackme-images.s3.amazonaws.com/room-icons/f746d44771571a662987e9499e18aece.png,Vulnerability Capstone,Apply the knowledge gained throughout the Vulnerability Module in this challenge room.,vulnerabilitycapstone,31907,challenge,easy,1000,2021-09-01T12:40:32.420Z,2021-09-21T17:15:46.159Z,False,False,https://assets.tryhackme.com/additional/vulnerability-module/bug-banner.png,cmnatic
140,https://tryhackme-images.s3.amazonaws.com/room-icons/c11fb449f10add8bc11a137fef9e979c.png,Introduction to Django,How it works and why should I learn it?,django,39649,walkthrough,easy,996,2020-05-28T08:45:44.467Z,2020-05-28T19:05:08.324Z,True,False,https://i.imgur.com/S85p0V3.png,Swafox
141,https://tryhackme-images.s3.amazonaws.com/room-icons/c062ef0e0b4f70e51a2dafc5fc2bca0e.jpeg,Year of the Rabbit,Time to enter the warren...,yearoftherabbit,21582,challenge,easy,978,2020-04-09T23:46:04.471Z,2020-04-09T22:11:27.287Z,True,False,https://i.imgur.com/UTIfxhR.png,MuirlandOracle
142,https://tryhackme-images.s3.amazonaws.com/room-icons/c72d580db69a726dfb8da8aa6eaa2f5a.jpeg,Lian_Yu,A beginner level security challenge,lianyu,21664,challenge,easy,969,2020-05-22T13:46:50.556Z,2020-05-22T19:14:20.274Z,True,False,https://i.imgur.com/aTN1U0i.jpg,Deamon
143,https://tryhackme-images.s3.amazonaws.com/room-icons/64cbac321e6306b61ca6bb5536197976.png,CTF collection Vol.1,Sharpening up your CTF skill with the collection. The first volume is designed for beginner.,ctfcollectionvol1,23679,challenge,easy,968,2020-01-02T14:16:41.055Z,2020-01-02T14:16:41.055Z,True,False,/img/banners/default_tryhackme.png,DesKel
144,https://tryhackme-images.s3.amazonaws.com/room-icons/f5ce8576617e4dc603538590f9d804da.png,Wireshark: The Basics,Learn the basics of Wireshark and how to analyse protocols and PCAPs.,wiresharkthebasics,28585,walkthrough,easy,967,2022-05-11T14:45:51.588Z,2022-07-05T18:50:57.778Z,True,False,https://tryhackme-images.s3.amazonaws.com/user-uploads/6131132af49360005df01ae3/room-content/10f7d168ab59410ddc28a4b1e89fd6d4.png,ujohn
145,https://tryhackme-images.s3.amazonaws.com/room-icons/e343e8b253b4efc14bf61236d457c923.jpg,Brute It,"Learn how to brute, hash cracking and escalate privileges in this box!",bruteit,17272,challenge,easy,966,2020-08-17T14:59:46.909Z,2020-11-06T19:00:00.255Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,ReddyyZ
146,https://tryhackme-images.s3.amazonaws.com/room-icons/07ad91ce2628efb8a2a3c5fddaeac710.png,Blaster,A blast from the past!,blaster,22410,walkthrough,easy,959,2020-04-23T17:40:41.370Z,2020-04-24T20:05:35.331Z,True,False,https://i.imgur.com/MbNgkRQ.png,DarkStar7471
147,https://tryhackme-images.s3.amazonaws.com/room-icons/3ffa0349ab3326d3aeda7b190a6b5994.png,SQL Injection Lab,Understand how SQL injection attacks work and how to exploit this vulnerability.,sqlilab,21007,walkthrough,easy,951,2020-12-12T15:57:40.644Z,2021-01-26T19:00:00.189Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,eXistens
148,https://tryhackme-images.s3.amazonaws.com/room-icons/4f3a37633c01bc4453668af0f2d3e7ef.png,Windows Forensics 1,Introduction to Windows Registry Forensics,windowsforensics1,26547,walkthrough,medium,950,2021-11-02T16:39:15.874Z,2022-01-18T09:11:55.010Z,True,False,https://tryhackme-images.s3.amazonaws.com/user-uploads/62c435d1f4d84a005f5df811/room-content/a62b45e7c5c103c14c04aa8152c91624.png,umairalizafar
149,https://tryhackme-images.s3.amazonaws.com/room-icons/77fd9d1804d33b5cf3adf1a2f3dcc34b.jpeg,ToolsRus,"Practise using tools such as dirbuster, hydra, nmap, nikto and metasploit ",toolsrus,19462,challenge,easy,946,2019-03-29T12:17:20.036Z,2019-03-29T12:17:20.036Z,False,False,/img/banners/default_tryhackme.png,tryhackme
150,https://tryhackme-images.s3.amazonaws.com/room-icons/87d4f9a61d3f92a761d4824b062d115e.png,Protocols and Servers 2,Learn about attacks against passwords and cleartext traffic; explore options for mitigation via SSH and SSL/TLS.,protocolsandservers2,30126,walkthrough,medium,943,2021-09-22T08:47:06.937Z,2021-10-12T16:24:01.098Z,False,False,https://assets.tryhackme.com/room-banners/netsecmodule.png,strategos
151,https://tryhackme-images.s3.amazonaws.com/room-icons/4754ca4214993b9701c7668bbca1a86a.png,h4cked,Find out what happened by analysing a .pcap file and hack your way back into the machine,h4cked,16193,challenge,easy,930,2021-02-01T22:43:39.084Z,2021-03-12T19:00:00.720Z,True,False,https://i.ibb.co/Tvjg7t9/banner.png,toxicat0r
152,https://tryhackme-images.s3.amazonaws.com/room-icons/380988091a148cb77d399cf3c577f6da.jpeg,Windows PrivEsc,Practice your Windows Privilege Escalation skills on an intentionally misconfigured Windows VM with multiple ways to get admin/SYSTEM! RDP is available. Credentials: user:password321,windows10privesc,19532,walkthrough,medium,923,2020-06-23T19:54:37.180Z,2020-06-23T18:34:17.988Z,True,False,https://i.imgur.com/2dmv1BY.png,Tib3rius
153,https://tryhackme-images.s3.amazonaws.com/room-icons/897a124df0a70ad86502193b83f46658.png,Chill Hack,,chillhack,15585,challenge,easy,923,2020-10-04T08:34:00.232Z,2020-11-25T19:00:00.158Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,Anurodh
154,https://tryhackme-images.s3.amazonaws.com/room-icons/238518cde4ea945bdf773cd4d411ba43.png,Cyber Kill Chain ,The Cyber Kill Chain framework is designed for identification and prevention of the network intrusions. You will learn what the adversaries need to do in order to achieve their goals.,cyberkillchainzmt,24834,walkthrough,easy,922,2021-08-16T17:33:23.287Z,2022-09-13T15:00:00.217Z,False,False,https://assets.tryhackme.com/additional/banners/Cyber Defence Frameworks icon and banner-02.svg,tryhackme
155,https://tryhackme-images.s3.amazonaws.com/room-icons/9c6dced5409f0ab40334bed720f438f5.png,Wifi Hacking 101,"Learn to attack WPA(2) networks! Ideally you'll want a smartphone with you for this, preferably one that supports hosting wifi hotspots so you can follow along.",wifihacking101,29362,walkthrough,easy,893,2020-01-03T19:22:23.022Z,2020-01-16T17:08:07.271Z,True,False,https://i.imgur.com/im5uCUI.png,NinjaJc01
156,https://tryhackme-images.s3.amazonaws.com/room-icons/282c55307eada4ad18a0b06e4d65ff34.jpeg,The Cod Caper,A guided room taking you through infiltrating and exploiting a Linux system.,thecodcaper,15656,walkthrough,easy,891,2020-03-20T02:41:39.193Z,2020-03-20T20:00:40.127Z,True,False,https://i.imgur.com/gq8tre5.png,Paradox
157,https://tryhackme-images.s3.amazonaws.com/room-icons/12ffa435dd7ed462124ad74ee53f0dff.png,Burp Suite: Extender,Learn how to use Extender to broaden the functionality of Burp Suite,burpsuiteextender,36540,walkthrough,info,884,2021-07-12T01:20:40.835Z,2021-09-10T09:16:49.098Z,False,False,https://assets.tryhackme.com/room-banners/burpsuite.svg,MuirlandOracle
158,https://tryhackme-images.s3.amazonaws.com/room-icons/56fd5d06741cdaeb837741bda72deef9.png,Welcome,Learn how to use a TryHackMe room to start your upskilling in cyber security.,hello,44099,walkthrough,easy,882,2020-08-20T23:12:39.734Z,2020-06-12T20:40:52.474Z,True,False,https://i.imgur.com/9fgqk1f.png,tryhackme
159,https://tryhackme-images.s3.amazonaws.com/room-icons/d2a747d195d4607cfd296eb2cffb7af1.png,Bolt,A hero is unleashed,bolt,13902,walkthrough,easy,877,2020-08-12T22:24:00.146Z,2020-08-12T19:00:00.043Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,0x9747
160,https://tryhackme-images.s3.amazonaws.com/room-icons/5c3530e1fb732e4a93dd4d6b7cb8373d.png,Windows Privilege Escalation,Learn the fundamentals of Windows privilege escalation techniques.,windowsprivesc20,24828,walkthrough,medium,876,2022-05-05T05:58:56.946Z,2022-06-16T16:57:08.026Z,False,False,https://tryhackme-images.s3.amazonaws.com/user-uploads/5ed5961c6276df568891c3ea/room-content/3de813de08870491b232d4fe5b4542f5.png,munra
161,https://tryhackme-images.s3.amazonaws.com/room-icons/6cc1aa3b8181453d191d33233d0c12d9.png,Learn and win prizes,"Complete rooms, win tickets. Get 3 of the same tickets and win a prize.",tickets1,19356,walkthrough,info,847,2021-05-08T15:31:19.614Z,2021-07-10T14:35:08.160Z,True,False,https://assets.tryhackme.com/room-banners/tickets1.png,ben
162,https://tryhackme-images.s3.amazonaws.com/room-icons/4a800c6513239dbdfaf74ce869a88add.jpeg,Boiler CTF,Intermediate level CTF,boilerctf2,16295,challenge,medium,841,2019-08-22T10:28:47.543Z,2019-08-22T10:28:47.543Z,True,False,/img/banners/default_tryhackme.png,MrSeth6797
163,https://tryhackme-images.s3.amazonaws.com/room-icons/43afc4ae36b5432c737ff13fdaf911a5.png,Linux PrivEsc Arena,Students will learn how to escalate privileges using a very vulnerable Linux VM.  SSH is open.  Your credentials are TCM:Hacker123,linuxprivescarena,14982,walkthrough,medium,838,2020-06-23T10:02:11.729Z,2020-06-23T12:54:30.834Z,True,False,https://i.imgur.com/5pWQzP0.png,TCM
164,https://tryhackme-images.s3.amazonaws.com/room-icons/b154b0d0ebaff4cb8148b63d7311c760.png,Introduction to OWASP ZAP,Learn how to use OWASP ZAP from the ground up. An alternative to BurpSuite.,learnowaspzap,27133,walkthrough,easy,829,2020-04-27T04:13:51.750Z,2020-04-28T13:15:42.494Z,True,False,https://i.imgur.com/HPOyNmZ.png,pcmhdhp
165,https://tryhackme-images.s3.amazonaws.com/room-icons/cbd741886fe1f0902d60525c81378eab.png,Searchlight - IMINT,OSINT challenges in the imagery intelligence category,searchlightosint,11645,challenge,easy,825,2020-10-07T01:00:03.133Z,2020-12-18T19:00:00.202Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,zewensec
166,https://tryhackme-images.s3.amazonaws.com/room-icons/80d16a6756c805903806f7ecbdd80f6d.jpeg,GamingServer,An Easy Boot2Root box for beginners,gamingserver,16240,challenge,easy,821,2020-08-30T23:13:12.012Z,2020-08-30T19:00:00.149Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,SuitGuy
167,https://tryhackme-images.s3.amazonaws.com/room-icons/d3d7881518d71dc929b4e84c2b47ed55.png,Security Awareness,"An introduction to security awareness; why its important, the impact of being attacked, different threat actors and basic account security.",securityawarenessintro,18389,walkthrough,info,819,2021-08-30T14:05:36.998Z,2022-01-29T12:09:15.012Z,True,False,https://assets.tryhackme.com/room-banners/common-attacks.png,tryhackme
168,https://tryhackme-images.s3.amazonaws.com/room-icons/d3387857fc40a19afd406e7034e0bfa0.gif,Anthem,Exploit a Windows machine in this beginner level challenge.,anthem,20085,challenge,easy,803,2020-05-15T22:26:55.512Z,2020-05-15T19:04:54.346Z,True,False,https://i.imgur.com/Px3ecQ6.png,Chevalier
169,https://tryhackme-images.s3.amazonaws.com/room-icons/e2eed78e92b4890174e0a2510b6e7a7c.jpeg,Chocolate Factory,"A Charlie And The Chocolate Factory themed room, revisit Willy Wonka's chocolate factory!",chocolatefactory,14562,challenge,easy,800,2020-10-01T12:36:57.598Z,2021-01-17T19:00:00.163Z,True,False,https://i.imgur.com/rT335UA.png,AndyInfoSec
170,https://tryhackme-images.s3.amazonaws.com/room-icons/cd7b0e6336386032ddf1f5849cd44507.png,Learn and win prizes #2,"Complete rooms, win tickets. Get 3 of the same tickets and win a prize.",tickets2,19534,walkthrough,info,796,2021-10-14T16:22:00.752Z,2021-10-20T14:35:08.160Z,True,False,https://assets.tryhackme.com/room-banners/spaceman-explosion.png,ben
171,https://tryhackme-images.s3.amazonaws.com/room-icons/a75e1c495f6557ea55b0421f6ef3b722.png,Cryptography for Dummies,Become familiar with cryptography,cryptographyfordummies,14022,walkthrough,easy,787,2021-01-26T20:25:07.186Z,2021-02-23T19:00:00.191Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,tensio133
172,https://tryhackme-images.s3.amazonaws.com/room-icons/618f1cc93596ff4082250bce9d869767.png,Blog,Billy Joel made a Wordpress blog!  ,blog,18832,challenge,medium,783,2020-07-11T12:48:08.362Z,2020-07-10T19:02:30.167Z,True,False,https://i.imgur.com/ip1yvzT.png,Nameless0ne
173,https://tryhackme-images.s3.amazonaws.com/room-icons/ca3da5aa8e312b0316f06a25a03028a5.png,Hacking with PowerShell,Learn the basics of PowerShell and PowerShell Scripting,powershell,27430,walkthrough,easy,781,2019-10-03T21:14:05.305Z,2020-04-28T11:59:22.122Z,False,False,https://i.imgur.com/xFIv4Ve.png,tryhackme
174,https://tryhackme-images.s3.amazonaws.com/room-icons/e0f6687c43305e3b67a6cb38951d7b56.png,UltraTech,"The basics of Penetration Testing, Enumeration, Privilege Escalation and WebApp testing",ultratech1,16186,challenge,medium,781,2019-03-22T15:23:33.937Z,2019-03-22T15:23:33.937Z,True,False,/img/banners/default_tryhackme.png,lp1
175,https://tryhackme-images.s3.amazonaws.com/room-icons/a936e45c948fb10f2eec7768c7a32e66.png,Breaching Active Directory,This network covers techniques and tools that can be used to acquire that first set of AD credentials that can then be used to enumerate AD.,breachingad,577,walkthrough,medium,773,2022-02-14T19:21:30.988Z,2022-06-07T17:35:36.505Z,True,False,https://tryhackme-images.s3.amazonaws.com/user-uploads/62c435d1f4d84a005f5df811/room-content/cb4b2246fb5ede709a4630dce9fc6d88.png,am03bam4n
176,https://tryhackme-images.s3.amazonaws.com/room-icons/61e5fecf25e14912323cf5fd4dd7e934.png,25 Days of Cyber Security,"Get started with Cyber Security in 25 Days - Learn the basics by doing a new, beginner friendly security challenge every day.",learncyberin25days,21478,walkthrough,easy,770,2021-01-07T22:37:42.066Z,2020-12-25T17:15:09.016Z,True,False,https://assets.tryhackme.com/room-banners/adventofcyber.png,tryhackme
177,https://tryhackme-images.s3.amazonaws.com/room-icons/a222ca9fb08b8bdc9e10a0f6ba41ea99.jpeg,Retro,New high score!,retro,24696,challenge,hard,770,2020-01-03T00:50:24.888Z,2020-01-10T21:43:39.501Z,True,False,https://i.imgur.com/RDzWHJI.png,DarkStar7471
178,https://tryhackme-images.s3.amazonaws.com/room-icons/6cdf7bbecc2ed3449847b30e6f7e091b.png,Source,"Exploit a recent vulnerability and hack Webmin, a web-based system configuration tool.",source,16080,challenge,easy,751,2020-07-06T05:35:10.008Z,2020-07-07T19:57:32.939Z,True,False,https://i.imgur.com/zLgun6r.png,DarkStar7471
179,https://tryhackme-images.s3.amazonaws.com/room-icons/42bdeb37580f893369c19dc7250fe7d8.jpeg,The Hacker Methodology,Introduction to the Hacker Methodology,hackermethodology,14699,walkthrough,easy,750,2020-09-08T04:13:26.685Z,2021-01-13T15:44:29.256Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,R3dR0b1n
180,https://tryhackme-images.s3.amazonaws.com/room-icons/79e82f49bdb7cb0090d5bad603866cd9.png,Sudo Security Bypass,A tutorial room exploring CVE-2019-14287 in the Unix Sudo Program. Room One in the SudoVulns Series,sudovulnsbypass,13311,walkthrough,info,728,2020-02-09T13:32:29.947Z,2020-02-09T22:16:41.703Z,True,False,https://i.imgur.com/KZSwhD5.png,MuirlandOracle
181,https://tryhackme-images.s3.amazonaws.com/room-icons/9b66ccf838334a224f763f692290109e.png,Python Basics,"Using a web-based code editor, learn the basics of Python and put your knowledge into practice by eventually coding a short Bitcoin investment project. ",pythonbasics,48380,walkthrough,info,725,2021-08-04T17:00:54.419Z,2021-08-04T19:07:21.992Z,True,False,https://assets.tryhackme.com/room-banners/generic_code.png,tryhackme
182,https://tryhackme-images.s3.amazonaws.com/room-icons/5df3d790c09cc73892e4957138d870e0.png,Intro to Cyber Threat Intel,"Introducing cyber threat intelligence and related topics, such as relevant standards and frameworks.",cyberthreatintel,24853,walkthrough,easy,714,2022-05-19T08:21:30.081Z,2022-10-10T15:30:49.296Z,True,False,https://tryhackme-images.s3.amazonaws.com/user-uploads/5fc2847e1bbebc03aa89fbf2/room-content/6710f789b23fe301cf9f93b53a27aa34.png,SecurityNomad
183,https://tryhackme-images.s3.amazonaws.com/room-icons/ca41d99a177058ca1c3a65eab570d5e2.png,Threat Intelligence Tools,Explore different OSINT tools used to conduct security threat assessments and investigations.,threatinteltools,24395,walkthrough,easy,714,2022-02-07T14:45:59.091Z,2022-08-02T15:00:00.080Z,True,False,https://tryhackme-images.s3.amazonaws.com/user-uploads/5fc2847e1bbebc03aa89fbf2/room-content/6710f789b23fe301cf9f93b53a27aa34.png,SecurityNomad
184,https://tryhackme-images.s3.amazonaws.com/room-icons/f184bf1424977ce8b3198d1a8c212700.png,Brainpan 1,"Reverse engineer a Windows executable, find a buffer overflow and exploit it on a Linux machine.",brainpan,21117,challenge,hard,713,2019-08-05T20:59:16.531Z,2020-02-24T17:25:41.395Z,True,False,/img/banners/default_tryhackme.png,tryhackme
185,https://tryhackme-images.s3.amazonaws.com/room-icons/67ee9c4b2d907a586bcacb82cc716eba.png,OpenVAS ,Learn the basics of  threat and vulnerability management using Open Vulnerability Assessment Scanning ,openvas,30926,walkthrough,easy,710,2020-12-15T22:11:36.015Z,2021-03-16T19:00:00.426Z,True,False,https://assets.tryhackme.com/room-banners/openvas.png,Cryillic
186,https://tryhackme-images.s3.amazonaws.com/room-icons/6d6ef602b1284ab0505fae8b413413e0.png,Diamond Model,"Learn about the four core features of the Diamond Model of Intrusion Analysis: adversary, infrastructure, capability, and victim.",diamondmodelrmuwwg42,24809,walkthrough,easy,709,2021-08-26T00:59:16.926Z,2022-10-03T15:00:00.080Z,True,False,https://assets.tryhackme.com/additional/banners/Cyber%20Defence%20Frameworks%20icon%20and%20banner-02.svg,tryhackme
187,https://tryhackme-images.s3.amazonaws.com/room-icons/c376e08c928f806745c90c93b051127a.png,Easy Peasy,Practice using tools such as Nmap and GoBuster to locate a hidden directory to get initial access to a vulnerable machine. Then escalate your privileges through a vulnerable cronjob.,easypeasyctf,16816,challenge,easy,700,2020-08-01T23:51:48.642Z,2020-08-02T19:00:00.032Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,kral4
188,https://tryhackme-images.s3.amazonaws.com/room-icons/9851ff4e32c8ab92b2339c6d9adaed35.png,Learn & win prizes - Fall 2022,Upskill with our rooms and earn tickets. You need three of the same ticket type to win a prize - let’s go! ,tickets3,14697,walkthrough,info,691,2022-08-29T07:23:09.925Z,2022-09-18T14:35:08.160Z,True,False,https://assets.tryhackme.com/room-banners/red-team-tickets3.png,tryhackme
189,https://tryhackme-images.s3.amazonaws.com/room-icons/72aca9d285c3156a05b34b7f6cc67ae6.png,Biohazard,"A CTF room based on the old-time survival horror game, Resident Evil. Can you survive until the end?",biohazard,7993,challenge,medium,676,2019-09-21T00:27:36.873Z,2019-09-21T00:27:36.873Z,True,False,/img/banners/default_tryhackme.png,DesKel
190,https://tryhackme-images.s3.amazonaws.com/room-icons/c0ba912cde2b5857ae67492f17afe57d.png,Phishing,"Learn what phishing is and why it's important to a red team engagement. You will set up phishing infrastructure, write a convincing phishing email and try to trick your target into opening your email in a real-world simulation. ",phishingyl,15767,walkthrough,medium,675,2021-10-01T09:16:01.991Z,2021-11-09T16:32:41.509Z,False,False,https://tryhackme-images.s3.amazonaws.com/user-uploads/62c435d1f4d84a005f5df811/room-content/07dbc3d30ed9fe203980fa15046d29eb.png,tryhackme
191,https://tryhackme-images.s3.amazonaws.com/room-icons/0612731f45ee4148b48c6f2129d1c80b.png,Python for Pentesters,"Python is probably the most widely used and most convenient scripting language in cybersecurity. This room covers real examples of Python scripts including hash cracking, key logging, enumeration and scanning. ",pythonforcybersecurity,21875,walkthrough,easy,669,2021-04-30T13:23:29.328Z,2021-08-04T14:19:45.674Z,False,False,https://assets.tryhackme.com/room-banners/python.png,tryhackme
192,https://tryhackme-images.s3.amazonaws.com/room-icons/6804de68b5d28a6f66d9c878473e4dc9.jpeg,Linux Agency,"This Room will help you to sharpen your Linux Skills and help you to learn basic privilege escalation in a HITMAN theme. So, pack your briefcase and grab your SilverBallers as its gonna be a tough ride.",linuxagency,7123,walkthrough,medium,644,2021-01-11T18:13:00.370Z,2021-01-27T19:00:00.131Z,True,False,https://i.pinimg.com/originals/00/18/34/0018349c60f70fcc30bb40eecafe4d8c.jpg,Xyan1d3
193,https://tryhackme-images.s3.amazonaws.com/room-icons/79eb834198e9dd2b41cac6358f49e6ba.png,Zero Logon,Learn about and exploit the ZeroLogon vulnerability that allows an attacker to go from Zero to Domain Admin without any valid credentials.,zer0logon,21135,walkthrough,hard,643,2020-10-06T18:57:45.178Z,2020-10-06T19:00:00.305Z,False,False,https://assets.tryhackme.com/room-banners/zerologon.png,tryhackme
194,https://tryhackme-images.s3.amazonaws.com/room-icons/3bbde0f7b1df2e2ee61206ae6b3cd9b2.png,Git Happens,"Boss wanted me to create a prototype, so here it is! We even used something called ""version control"" that made deploying this really easy!",githappens,14667,challenge,easy,641,2020-08-23T22:52:27.738Z,2020-08-23T19:00:00.039Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,hydragyrum
195,https://tryhackme-images.s3.amazonaws.com/room-icons/6104293c6ddf215771e958a75e40d487.jpg,Reversing ELF,Room for beginner Reverse Engineering CTF players,reverselfiles,12752,challenge,easy,635,2019-11-25T08:52:02.759Z,2019-11-25T08:52:02.759Z,True,False,/img/banners/default_tryhackme.png,mrpvr
196,https://tryhackme-images.s3.amazonaws.com/room-icons/477fa75b67495338f4eb12d9010b7b8e.png,Tor,A beginner orienteered guide on using the Tor network,torforbeginners,11686,walkthrough,easy,630,2020-01-27T14:18:56.177Z,2020-01-28T12:06:41.853Z,True,False,https://i.imgur.com/Ym7mnEm.png,Swafox
197,https://tryhackme-images.s3.amazonaws.com/room-icons/915282ea9193c331ef451c1a1d4e0b1b.jpeg,Archangel,"Boot2root, Web exploitation, Privilege escalation, LFI",archangel,12815,challenge,easy,628,2020-11-18T15:48:38.192Z,2021-02-03T19:00:00.159Z,True,False,https://assets.tryhackme.com/img/banners/default_tryhackme.png,Archangel
